epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,2469.27,0.92877,1.00348,1.17897,0.81225,0.67138,0.69072,0.57366,1.31215,1.869,1.60123,0.00015275,0.00015275,0.00015275
135,2486.04,0.89693,0.96392,1.16141,0.8135,0.67081,0.6892,0.57381,1.25863,1.8301,1.51793,0.0001445,0.0001445,0.0001445
136,2502.93,0.93433,0.99245,1.18675,0.83598,0.64576,0.67854,0.56973,1.14341,1.7098,1.43269,0.00013625,0.00013625,0.00013625
137,2524.62,0.91872,0.98201,1.18056,0.80821,0.65855,0.68052,0.56292,1.17173,1.66947,1.48651,0.000128,0.000128,0.000128
138,2542.44,0.90096,0.97237,1.16746,0.83026,0.64395,0.68233,0.57637,1.1568,1.66196,1.46869,0.00011975,0.00011975,0.00011975
139,2563.6,0.90074,0.99141,1.17451,0.83546,0.64514,0.68316,0.57836,1.16075,1.67125,1.47593,0.0001115,0.0001115,0.0001115
140,2584.9,0.93,0.98774,1.18191,0.83936,0.63357,0.68295,0.57728,1.16343,1.68107,1.48385,0.00010325,0.00010325,0.00010325
141,2661.91,0.82052,0.88073,1.13752,0.80191,0.65258,0.68225,0.57875,1.1627,1.74991,1.49477,9.5e-05,9.5e-05,9.5e-05
142,2678.46,0.81563,0.85494,1.14759,0.81335,0.65171,0.6794,0.58075,1.1874,1.78839,1.48651,8.675e-05,8.675e-05,8.675e-05
143,2695.6,0.82452,0.84721,1.15291,0.82167,0.64414,0.68058,0.57445,1.17773,1.78559,1.43117,7.85e-05,7.85e-05,7.85e-05
144,2712.26,0.78786,0.82423,1.11637,0.787,0.65879,0.67646,0.57303,1.18955,1.81724,1.42815,7.025e-05,7.025e-05,7.025e-05
145,2729.45,0.78769,0.81089,1.13797,0.76933,0.67801,0.67116,0.5715,1.29314,1.8826,1.5498,6.2e-05,6.2e-05,6.2e-05
146,2745.33,0.79894,0.82685,1.13319,0.76609,0.68486,0.68038,0.5744,1.27838,1.88517,1.56825,5.375e-05,5.375e-05,5.375e-05
147,2766.21,0.75933,0.78289,1.11346,0.77829,0.67729,0.6822,0.57334,1.25521,1.82891,1.52552,4.55e-05,4.55e-05,4.55e-05
148,2782.87,0.77463,0.79616,1.11829,0.77387,0.66971,0.67654,0.57601,1.2389,1.8019,1.52327,3.725e-05,3.725e-05,3.725e-05
149,2799.74,0.78472,0.80665,1.11979,0.76748,0.66757,0.67402,0.57235,1.23686,1.79991,1.5302,2.9e-05,2.9e-05,2.9e-05
150,2814.55,0.77356,0.78577,1.11287,0.76879,0.66532,0.675,0.57339,1.2556,1.81196,1.55716,2.075e-05,2.075e-05,2.075e-05
